,id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,info_l,info_r,prob_out_l,prob_out_r,prob_out_l_bayes,prob_out_r_bayes,ambig_l,ambig_r,prob_out_ambig,prob_out_unambig,mag_ambig,mag_unambig,resp_amb_1,prob_out_ambig_bayes,info_amb
178,77952,A27BPRHBM28XZS,178,3/10/17 9:30,1.48914e+12,X,1623,5294,0.24,0.44,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,46,-30,-48,-48,False,combined,12,22,38,28,0,1.0,1.0,0.76,0.56,0.76,0.56,0,0,,,,,,,1.0
179,77953,A27BPRHBM28XZS,179,3/10/17 9:30,1.48914e+12,X,1396,5294,0.32,0.16,left,0.4,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,46,-93,-82,-93,False,combined,5,8,15,42,0,0.4,1.0,0.75,0.84,0.727272727273,0.84,1,0,0.75,0.84,-93.0,-82.0,,0.727272727273,0.4
180,77954,A27BPRHBM28XZS,180,3/10/17 9:31,1.48914e+12,X,1503,5246,0.56,0.1,right,1.0,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-48,-25,-16,-16,False,combined,26,0,24,3,0,1.0,0.06,0.48,1.0,0.48,0.8,0,1,1.0,0.48,-16.0,-25.0,,0.8,0.06
181,77955,A27BPRHBM28XZS,181,3/10/17 9:31,1.48914e+12,O,1853,5246,0.84,0.6,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-48,-31,-75,0,False,combined,42,30,8,20,0,1.0,1.0,0.16,0.4,0.16,0.4,0,0,,,,,,,1.0
182,77956,A27BPRHBM28XZS,182,3/10/17 9:31,1.48914e+12,X,3512,5246,0.16,0.12,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-48,-74,-60,-60,False,combined,8,7,42,43,0,1.0,1.0,0.84,0.86,0.84,0.86,0,0,,,,,,,1.0
183,77957,A27BPRHBM28XZS,183,3/10/17 9:31,1.48914e+12,X,2675,5246,0.36,0.08,left,1.0,0.1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-48,-98,-71,-98,False,combined,18,0,32,5,0,1.0,0.1,0.64,1.0,0.64,0.857142857143,0,1,1.0,0.64,-71.0,-98.0,,0.857142857143,0.1
184,77958,A27BPRHBM28XZS,184,3/10/17 9:31,1.48914e+12,O,3195,5246,0.48,0.72,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-48,-25,-55,0,False,combined,24,36,26,14,0,1.0,1.0,0.52,0.28,0.52,0.28,0,0,,,,,,,1.0
185,77959,A27BPRHBM28XZS,185,3/10/17 9:31,1.48914e+12,X,2186,5148,0.1,0.56,left,0.02,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-98,16,25,16,False,combined,1,26,0,24,0,0.02,1.0,0.0,0.48,0.333333333333,0.48,1,0,0.0,0.48,16.0,25.0,,0.333333333333,0.02
186,77960,A27BPRHBM28XZS,186,3/10/17 9:31,1.48914e+12,X,1928,5148,0.66,0.74,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-98,44,61,44,False,combined,33,36,17,14,0,1.0,1.0,0.34,0.28,0.34,0.28,0,0,,,,,,,1.0
187,77961,A27BPRHBM28XZS,187,3/10/17 9:32,1.48914e+12,X,1100,5148,0.26,0.1,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-98,4,15,15,False,combined,12,5,38,45,0,1.0,1.0,0.76,0.9,0.76,0.9,0,0,,,,,,,1.0
188,77962,A27BPRHBM28XZS,188,3/10/17 9:32,1.48914e+12,X,1388,5148,0.56,0.56,right,1.0,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-98,74,60,60,False,combined,26,2,24,1,0,1.0,0.06,0.48,0.333333333333,0.48,0.4,0,1,0.333333333333,0.48,60.0,74.0,,0.4,0.06
189,77963,A27BPRHBM28XZS,189,3/10/17 9:32,1.48914e+12,X,1558,5148,0.04,0.22,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-98,11,2,11,False,combined,2,12,48,38,0,1.0,1.0,0.96,0.76,0.96,0.76,0,0,,,,,,,1.0
190,77964,A27BPRHBM28XZS,190,3/10/17 9:32,1.48914e+12,X,4556,5163,0.28,0.94,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,12,134,12,False,combined,14,46,36,4,0,1.0,1.0,0.72,0.08,0.72,0.08,0,0,,,,,,,1.0
191,77965,A27BPRHBM28XZS,191,3/10/17 9:32,1.48914e+12,X,1174,5163,0.78,0.32,right,1.0,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,11,4,4,False,combined,39,2,11,8,0,1.0,0.2,0.22,0.8,0.22,0.75,0,1,0.8,0.22,4.0,11.0,,0.75,0.2
192,77966,A27BPRHBM28XZS,192,3/10/17 9:32,1.48914e+12,O,1142,5163,0.38,0.52,left,1.0,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,13,9,0,False,combined,20,0,30,1,0,1.0,0.02,0.6,1.0,0.6,0.666666666667,0,1,1.0,0.6,9.0,13.0,,0.666666666667,0.02
193,77967,A27BPRHBM28XZS,193,3/10/17 9:32,1.48914e+12,O,1281,5163,0.36,0.84,right,1.0,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,47,99,0,False,combined,19,17,31,3,0,1.0,0.4,0.62,0.15,0.62,0.181818181818,0,1,0.15,0.62,99.0,47.0,,0.181818181818,0.4
194,77968,A27BPRHBM28XZS,194,3/10/17 9:32,1.48914e+12,O,1592,5163,0.7,0.54,right,1.0,0.1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,15,60,40,0,False,combined,35,3,15,2,0,1.0,0.1,0.3,0.4,0.3,0.428571428571,0,1,0.4,0.3,40.0,60.0,,0.428571428571,0.1
195,77969,A27BPRHBM28XZS,195,3/10/17 9:33,1.48914e+12,O,1578,5163,0.72,0.38,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-106,-44,0,False,combined,36,19,14,31,0,1.0,1.0,0.28,0.62,0.28,0.62,0,0,,,,,,,1.0
196,77970,A27BPRHBM28XZS,196,3/10/17 9:33,1.48914e+12,X,2083,5163,0.5,0.5,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-11,-19,-11,False,combined,24,26,26,24,0,1.0,1.0,0.52,0.48,0.52,0.48,0,0,,,,,,,1.0
197,77971,A27BPRHBM28XZS,197,3/10/17 9:33,1.48914e+12,X,1676,5163,0.52,0.44,left,1.0,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-125,-80,-125,False,combined,27,1,23,0,0,1.0,0.02,0.46,0.0,0.46,0.333333333333,0,1,0.0,0.46,-80.0,-125.0,,0.333333333333,0.02
198,77972,A27BPRHBM28XZS,198,3/10/17 9:33,1.48914e+12,X,1503,5163,0.26,0.6,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-16,-38,-38,False,combined,13,30,37,20,0,1.0,1.0,0.74,0.4,0.74,0.4,0,0,,,,,,,1.0
199,77973,A27BPRHBM28XZS,199,3/10/17 9:33,1.48914e+12,O,1433,5163,0.36,0.08,left,1.0,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-97,-70,0,False,combined,19,0,31,1,0,1.0,0.02,0.62,1.0,0.62,0.666666666667,0,1,1.0,0.62,-70.0,-97.0,,0.666666666667,0.02
200,77974,A27BPRHBM28XZS,200,3/10/17 9:34,1.48914e+12,O,2477,5163,0.4,0.68,right,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-25,-47,0,False,combined,2,34,3,16,0,0.1,1.0,0.6,0.32,0.571428571429,0.32,1,0,0.6,0.32,-25.0,-47.0,,0.571428571429,0.1
201,77975,A27BPRHBM28XZS,201,3/10/17 9:34,1.48914e+12,X,1579,5163,0.04,0.32,left,0.4,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-9,-18,-9,False,combined,0,17,20,33,0,0.4,1.0,1.0,0.66,0.954545454545,0.66,1,0,1.0,0.66,-9.0,-18.0,,0.954545454545,0.4
202,77976,A27BPRHBM28XZS,202,3/10/17 9:34,1.48914e+12,O,1461,5163,0.04,0.48,right,1.0,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-63,-29,0,False,combined,3,19,47,21,0,1.0,0.8,0.94,0.525,0.94,0.52380952381,0,1,0.525,0.94,-29.0,-63.0,,0.52380952381,0.8
203,77977,A27BPRHBM28XZS,203,3/10/17 9:35,1.48914e+12,X,2494,5163,0.06,0.36,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-39,-52,-39,False,combined,3,18,47,32,0,1.0,1.0,0.94,0.64,0.94,0.64,0,0,,,,,,,1.0
204,77978,A27BPRHBM28XZS,204,3/10/17 9:35,1.48914e+12,X,1314,5163,0.12,0.88,left,1.0,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-17,-125,-17,False,combined,6,0,44,1,0,1.0,0.02,0.88,1.0,0.88,0.666666666667,0,1,1.0,0.88,-125.0,-17.0,,0.666666666667,0.02
205,77979,A27BPRHBM28XZS,205,3/10/17 9:35,1.48914e+12,X,1970,5146,0.52,0.38,right,0.8,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-17,9,13,13,False,combined,20,19,20,31,0,0.8,1.0,0.5,0.62,0.5,0.62,1,0,0.5,0.62,9.0,13.0,,0.5,0.8
206,77980,A27BPRHBM28XZS,206,3/10/17 9:35,1.48914e+12,X,1356,5146,0.12,0.84,left,0.2,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-17,34,94,34,False,combined,3,41,7,9,0,0.2,1.0,0.7,0.18,0.666666666667,0.18,1,0,0.7,0.18,34.0,94.0,,0.666666666667,0.2
207,77981,A27BPRHBM28XZS,207,3/10/17 9:35,1.48914e+12,X,1091,5146,0.26,0.62,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-17,28,40,28,False,combined,13,31,37,19,0,1.0,1.0,0.74,0.38,0.74,0.38,0,0,,,,,,,1.0
208,77982,A27BPRHBM28XZS,208,3/10/17 9:35,1.48914e+12,X,1488,5146,0.72,0.32,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-17,62,22,22,False,combined,37,15,13,35,0,1.0,1.0,0.26,0.7,0.26,0.7,0,0,,,,,,,1.0
209,77983,A27BPRHBM28XZS,209,3/10/17 9:35,1.48914e+12,O,1125,5146,0.8,0.62,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-17,118,32,0,False,combined,39,31,11,19,0,1.0,1.0,0.22,0.38,0.22,0.38,0,0,,,,,,,1.0
210,77984,A27BPRHBM28XZS,210,3/10/17 9:35,1.48914e+12,O,2308,5174,0.76,0.28,left,0.2,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,28,-21,-7,0,False,combined,8,14,2,36,0,0.2,1.0,0.2,0.72,0.25,0.72,1,0,0.2,0.72,-21.0,-7.0,,0.25,0.2
211,77985,A27BPRHBM28XZS,211,3/10/17 9:36,1.48914e+12,X,1723,5174,0.52,0.6,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,28,-63,-13,-13,False,combined,25,30,25,20,0,1.0,1.0,0.5,0.4,0.5,0.4,0,0,,,,,,,1.0
212,77986,A27BPRHBM28XZS,212,3/10/17 9:36,1.48914e+12,O,2079,5174,0.72,0.34,left,1.0,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,28,-76,-38,0,False,combined,36,1,14,2,0,1.0,0.06,0.28,0.666666666667,0.28,0.6,0,1,0.666666666667,0.28,-38.0,-76.0,,0.6,0.06
213,77987,A27BPRHBM28XZS,213,3/10/17 9:36,1.48914e+12,X,1768,5174,0.34,0.06,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,28,-15,-5,-5,False,combined,18,2,32,48,0,1.0,1.0,0.64,0.96,0.64,0.96,0,0,,,,,,,1.0
214,77988,A27BPRHBM28XZS,214,3/10/17 9:36,1.48914e+12,X,5931,5174,0.56,0.56,right,0.02,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,28,-11,-14,-14,False,combined,0,27,1,23,0,0.02,1.0,1.0,0.46,0.666666666667,0.46,1,0,1.0,0.46,-11.0,-14.0,,0.666666666667,0.02
215,77989,A27BPRHBM28XZS,215,3/10/17 9:36,1.48914e+12,O,3993,5161,0.82,0.82,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-13,-85,-78,0,False,combined,41,41,9,9,0,1.0,1.0,0.18,0.18,0.18,0.18,0,0,,,,,,,1.0
216,77990,A27BPRHBM28XZS,216,3/10/17 9:36,1.48914e+12,O,1421,5161,0.4,0.28,left,0.06,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-13,-89,-74,0,False,combined,1,13,2,37,0,0.06,1.0,0.666666666667,0.74,0.6,0.74,1,0,0.666666666667,0.74,-89.0,-74.0,,0.6,0.06
217,77991,A27BPRHBM28XZS,217,3/10/17 9:36,1.48914e+12,O,2580,5161,0.12,0.52,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-13,-54,-132,0,False,combined,6,26,44,24,0,1.0,1.0,0.88,0.48,0.88,0.48,0,0,,,,,,,1.0
218,77992,A27BPRHBM28XZS,218,3/10/17 9:37,1.48914e+12,X,891,5161,0.52,0.36,right,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-13,-63,-8,-8,False,combined,3,18,2,32,0,0.1,1.0,0.4,0.64,0.428571428571,0.64,1,0,0.4,0.64,-63.0,-8.0,,0.428571428571,0.1
219,77993,A27BPRHBM28XZS,219,3/10/17 9:37,1.48914e+12,O,2096,5161,0.2,0.48,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-13,-11,-31,0,False,combined,11,24,39,26,0,1.0,1.0,0.78,0.52,0.78,0.52,0,0,,,,,,,1.0
220,77994,A27BPRHBM28XZS,220,3/10/17 9:37,1.48914e+12,O,2026,5161,0.14,0.58,right,1.0,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,20,44,0,False,combined,7,1,43,9,0,1.0,0.2,0.86,0.9,0.86,0.833333333333,0,1,0.9,0.86,44.0,20.0,,0.833333333333,0.2
221,77995,A27BPRHBM28XZS,221,3/10/17 9:37,1.48914e+12,X,2085,5161,0.28,0.16,left,1.0,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,42,71,42,False,combined,14,0,36,3,0,1.0,0.06,0.72,1.0,0.72,0.8,0,1,1.0,0.72,71.0,42.0,,0.8,0.06
222,77996,A27BPRHBM28XZS,222,3/10/17 9:37,1.48914e+12,O,1930,5161,0.42,0.42,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,15,17,0,False,combined,21,21,29,29,0,1.0,1.0,0.58,0.58,0.58,0.58,0,0,,,,,,,1.0
223,77997,A27BPRHBM28XZS,223,3/10/17 9:37,1.48914e+12,X,1317,5161,0.78,0.58,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,130,68,130,False,combined,38,28,12,22,0,1.0,1.0,0.24,0.44,0.24,0.44,0,0,,,,,,,1.0
224,77998,A27BPRHBM28XZS,224,3/10/17 9:37,1.48914e+12,X,1413,5161,0.08,0.36,left,0.8,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,70,97,70,False,combined,3,19,37,31,0,0.8,1.0,0.925,0.62,0.904761904762,0.62,1,0,0.925,0.62,70.0,97.0,,0.904761904762,0.8
225,77999,A27BPRHBM28XZS,225,3/10/17 9:38,1.48914e+12,X,1748,5161,0.36,0.32,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-97,-86,-86,False,combined,18,16,32,34,0,1.0,1.0,0.64,0.68,0.64,0.68,0,0,,,,,,,1.0
226,78000,A27BPRHBM28XZS,226,3/10/17 9:38,1.48914e+12,O,1335,5161,0.78,0.16,left,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-60,-23,0,False,combined,4,8,1,42,0,0.1,1.0,0.2,0.84,0.285714285714,0.84,1,0,0.2,0.84,-60.0,-23.0,,0.285714285714,0.1
227,78001,A27BPRHBM28XZS,227,3/10/17 9:38,1.48914e+12,O,1345,5161,0.32,0.24,left,0.06,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-74,-88,0,False,combined,1,13,2,37,0,0.06,1.0,0.666666666667,0.74,0.6,0.74,1,0,0.666666666667,0.74,-74.0,-88.0,,0.6,0.06
228,78002,A27BPRHBM28XZS,228,3/10/17 9:38,1.48914e+12,X,1968,5161,0.16,0.32,right,1.0,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-84,-91,-91,False,combined,8,5,42,5,0,1.0,0.2,0.84,0.5,0.84,0.5,0,1,0.5,0.84,-91.0,-84.0,,0.5,0.2
229,78003,A27BPRHBM28XZS,229,3/10/17 9:38,1.48914e+12,O,1115,5161,0.44,0.32,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-9,-22,0,False,combined,22,16,28,34,0,1.0,1.0,0.56,0.68,0.56,0.68,0,0,,,,,,,1.0
230,78004,A27BPRHBM28XZS,230,3/10/17 9:38,1.48914e+12,X,1690,5070,0.38,0.1,left,1.0,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-91,-55,-42,-55,False,combined,19,5,31,35,0,1.0,0.8,0.62,0.875,0.62,0.857142857143,0,1,0.875,0.62,-42.0,-55.0,,0.857142857143,0.8
231,78005,A27BPRHBM28XZS,231,3/10/17 9:38,1.48914e+12,X,2240,5070,0.04,0.52,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-91,-31,-31,-31,False,combined,3,25,47,25,0,1.0,1.0,0.94,0.5,0.94,0.5,0,0,,,,,,,1.0
232,78006,A27BPRHBM28XZS,232,3/10/17 9:38,1.48914e+12,O,2620,5070,0.3,0.44,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-91,-5,-12,0,False,combined,14,22,36,28,0,1.0,1.0,0.72,0.56,0.72,0.56,0,0,,,,,,,1.0
233,78007,A27BPRHBM28XZS,233,3/10/17 9:39,1.48914e+12,O,1302,5070,0.36,0.62,left,0.02,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-91,-38,-81,0,False,combined,1,31,0,19,0,0.02,1.0,0.0,0.38,0.333333333333,0.38,1,0,0.0,0.38,-38.0,-81.0,,0.333333333333,0.02
234,78008,A27BPRHBM28XZS,234,3/10/17 9:39,1.48914e+12,X,1682,5070,0.16,0.58,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-91,-7,-14,-14,False,combined,9,27,41,23,0,1.0,1.0,0.82,0.46,0.82,0.46,0,0,,,,,,,1.0
235,78009,A27BPRHBM28XZS,235,3/10/17 9:39,1.48914e+12,X,3729,5070,0.2,0.28,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-38,-42,-38,False,combined,10,13,40,37,0,1.0,1.0,0.8,0.74,0.8,0.74,0,0,,,,,,,1.0
236,78010,A27BPRHBM28XZS,236,3/10/17 9:39,1.48914e+12,O,1792,5070,0.2,0.32,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-80,-89,0,False,combined,10,16,40,34,0,1.0,1.0,0.8,0.68,0.8,0.68,0,0,,,,,,,1.0
237,78011,A27BPRHBM28XZS,237,3/10/17 9:39,1.48914e+12,X,1596,5070,0.44,0.12,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-114,-78,-114,False,combined,22,6,28,44,0,1.0,1.0,0.56,0.88,0.56,0.88,0,0,,,,,,,1.0
