,id,MID,trial_number,start_date,trialstart,outcome,reaction_time,totalpoints,prop_left,prop_right,resp,revealed_left,revealed_right,AID,HID,noresp,session_id,five_trial_outcome,mag_left,mag_right,received_mag,practice,loss_or_reward,revealed_o_l,revealed_o_r,revealed_x_l,revealed_x_r,instruct_number,info_l,info_r,prob_out_l,prob_out_r,prob_out_l_bayes,prob_out_r_bayes,ambig_l,ambig_r,prob_out_ambig,prob_out_unambig,mag_ambig,mag_unambig,resp_amb_1,prob_out_ambig_bayes,info_amb
238,78012,A27BPRHBM28XZS,238,3/10/17 9:39,1.48914e+12,O,1697,5070,0.92,0.48,left,1.0,0.1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-63,-58,0,False,combined,45,2,5,3,0,1.0,0.1,0.1,0.6,0.1,0.571428571429,0,1,0.6,0.1,-58.0,-63.0,,0.571428571429,0.1
239,78013,A27BPRHBM28XZS,239,3/10/17 9:39,1.48914e+12,X,1828,5070,0.04,0.4,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-5,-25,-5,False,combined,3,20,47,30,0,1.0,1.0,0.94,0.6,0.94,0.6,0,0,,,,,,,1.0
240,78014,A27BPRHBM28XZS,240,3/10/17 9:40,1.48914e+12,O,1572,4956,0.34,0.64,right,1.0,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-114,21,49,0,False,combined,18,6,32,4,0,1.0,0.2,0.64,0.4,0.64,0.416666666667,0,1,0.4,0.64,49.0,21.0,,0.416666666667,0.2
241,78015,A27BPRHBM28XZS,241,3/10/17 9:40,1.48914e+12,O,1502,4956,0.72,0.6,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-114,11,16,0,False,combined,37,29,13,21,0,1.0,1.0,0.26,0.42,0.26,0.42,0,0,,,,,,,1.0
242,78016,A27BPRHBM28XZS,242,3/10/17 9:40,1.48914e+12,X,1242,4956,0.16,0.24,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-114,7,5,7,False,combined,9,11,41,39,0,1.0,1.0,0.82,0.78,0.82,0.78,0,0,,,,,,,1.0
243,78017,A27BPRHBM28XZS,243,3/10/17 9:40,1.48914e+12,X,1222,4956,0.56,0.36,left,1.0,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-114,11,8,11,False,combined,27,1,23,2,0,1.0,0.06,0.46,0.666666666667,0.46,0.6,0,1,0.666666666667,0.46,8.0,11.0,,0.6,0.06
244,78018,A27BPRHBM28XZS,244,3/10/17 9:40,1.48914e+12,X,1587,4956,0.28,0.56,left,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-114,40,74,40,False,combined,1,27,4,23,0,0.1,1.0,0.8,0.46,0.714285714286,0.46,1,0,0.8,0.46,40.0,74.0,,0.714285714286,0.1
245,78019,A27BPRHBM28XZS,245,3/10/17 9:40,1.48914e+12,X,1724,4967,0.44,0.92,left,0.8,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,11,-5,-56,-5,False,combined,19,46,21,4,0,0.8,1.0,0.525,0.08,0.52380952381,0.08,1,0,0.525,0.08,-5.0,-56.0,,0.52380952381,0.8
246,78020,A27BPRHBM28XZS,246,3/10/17 9:40,1.48914e+12,X,3442,4967,0.12,0.7,left,1.0,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,11,-26,-73,-26,False,combined,6,5,44,5,0,1.0,0.2,0.88,0.5,0.88,0.5,0,1,0.5,0.88,-73.0,-26.0,,0.5,0.2
247,78021,A27BPRHBM28XZS,247,3/10/17 9:40,1.48914e+12,O,1364,4967,0.56,0.28,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,11,-11,-42,0,False,combined,27,13,23,37,0,1.0,1.0,0.46,0.74,0.46,0.74,0,0,,,,,,,1.0
248,78022,A27BPRHBM28XZS,248,3/10/17 9:41,1.48914e+12,X,1258,4967,0.36,0.32,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,11,-23,-7,-7,False,combined,17,16,33,34,0,1.0,1.0,0.66,0.68,0.66,0.68,0,0,,,,,,,1.0
249,78023,A27BPRHBM28XZS,249,3/10/17 9:41,1.48914e+12,X,1311,4967,0.28,0.2,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,11,-47,-24,-24,False,combined,13,11,37,39,0,1.0,1.0,0.74,0.78,0.74,0.78,0,0,,,,,,,1.0
250,78024,A27BPRHBM28XZS,250,3/10/17 9:41,1.48914e+12,X,2276,4943,0.36,0.32,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-24,97,86,97,False,combined,18,16,32,34,0,1.0,1.0,0.64,0.68,0.64,0.68,0,0,,,,,,,1.0
251,78025,A27BPRHBM28XZS,251,3/10/17 9:41,1.48914e+12,O,1585,4943,0.78,0.16,left,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-24,60,23,0,False,combined,4,8,1,42,0,0.1,1.0,0.2,0.84,0.285714285714,0.84,1,0,0.2,0.84,60.0,23.0,,0.285714285714,0.1
252,78026,A27BPRHBM28XZS,252,3/10/17 9:41,1.48914e+12,X,1102,4943,0.32,0.24,right,0.06,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-24,74,88,88,False,combined,1,13,2,37,0,0.06,1.0,0.666666666667,0.74,0.6,0.74,1,0,0.666666666667,0.74,74.0,88.0,,0.6,0.06
253,78027,A27BPRHBM28XZS,253,3/10/17 9:41,1.48914e+12,X,1802,4943,0.16,0.32,left,1.0,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-24,84,91,84,False,combined,8,5,42,5,0,1.0,0.2,0.84,0.5,0.84,0.5,0,1,0.5,0.84,91.0,84.0,,0.5,0.2
254,78028,A27BPRHBM28XZS,254,3/10/17 9:41,1.48914e+12,X,1597,4943,0.44,0.32,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-24,9,22,22,False,combined,22,16,28,34,0,1.0,1.0,0.56,0.68,0.56,0.68,0,0,,,,,,,1.0
255,78029,A27BPRHBM28XZS,255,3/10/17 9:42,1.48914e+12,O,1812,4965,0.82,0.82,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,22,85,78,0,False,combined,41,40,9,10,0,1.0,1.0,0.18,0.2,0.18,0.2,0,0,,,,,,,1.0
256,78030,A27BPRHBM28XZS,256,3/10/17 9:42,1.48914e+12,O,1357,4965,0.4,0.28,right,0.06,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,22,89,74,0,False,combined,1,13,2,37,0,0.06,1.0,0.666666666667,0.74,0.6,0.74,1,0,0.666666666667,0.74,89.0,74.0,,0.6,0.06
257,78031,A27BPRHBM28XZS,257,3/10/17 9:42,1.48914e+12,X,2340,4965,0.12,0.52,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,22,54,132,54,False,combined,6,26,44,24,0,1.0,1.0,0.88,0.48,0.88,0.48,0,0,,,,,,,1.0
258,78032,A27BPRHBM28XZS,258,3/10/17 9:42,1.48914e+12,X,1371,4965,0.52,0.36,left,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,22,63,8,63,False,combined,3,18,2,32,0,0.1,1.0,0.4,0.64,0.428571428571,0.64,1,0,0.4,0.64,63.0,8.0,,0.428571428571,0.1
259,78033,A27BPRHBM28XZS,259,3/10/17 9:42,1.48914e+12,X,2199,4965,0.2,0.48,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,22,11,31,11,False,combined,11,24,39,26,0,1.0,1.0,0.78,0.52,0.78,0.52,0,0,,,,,,,1.0
260,78034,A27BPRHBM28XZS,260,3/10/17 9:42,1.48914e+12,X,1588,4965,0.16,0.08,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-6,-5,-5,False,combined,8,4,42,46,0,1.0,1.0,0.84,0.92,0.84,0.92,0,0,,,,,,,1.0
261,78035,A27BPRHBM28XZS,261,3/10/17 9:42,1.48914e+12,X,1694,4965,0.12,0.84,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-34,-94,-34,False,combined,7,41,43,9,0,1.0,1.0,0.86,0.18,0.86,0.18,0,0,,,,,,,1.0
262,78036,A27BPRHBM28XZS,262,3/10/17 9:42,1.48914e+12,X,2564,4965,0.4,0.66,right,0.2,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-54,-74,-74,False,combined,5,31,5,19,0,0.2,1.0,0.5,0.38,0.5,0.38,1,0,0.5,0.38,-54.0,-74.0,,0.5,0.2
263,78037,A27BPRHBM28XZS,263,3/10/17 9:43,1.48914e+12,O,1066,4965,0.74,0.52,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-8,-9,0,False,combined,37,25,13,25,0,1.0,1.0,0.26,0.5,0.26,0.5,0,0,,,,,,,1.0
264,78038,A27BPRHBM28XZS,264,3/10/17 9:43,1.48914e+12,X,1723,4965,0.32,0.78,left,1.0,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-7,-27,-7,False,combined,16,1,34,0,0,1.0,0.02,0.68,0.0,0.68,0.333333333333,0,1,0.0,0.68,-27.0,-7.0,,0.333333333333,0.02
265,78039,A27BPRHBM28XZS,265,3/10/17 9:43,1.48914e+12,O,1532,4960,0.58,0.74,left,1.0,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-5,33,60,0,False,combined,28,17,22,3,0,1.0,0.4,0.44,0.15,0.44,0.181818181818,0,1,0.15,0.44,60.0,33.0,,0.181818181818,0.4
266,78040,A27BPRHBM28XZS,266,3/10/17 9:43,1.48914e+12,X,1441,4960,0.12,0.84,left,0.02,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-5,34,94,34,False,combined,0,42,1,8,0,0.02,1.0,1.0,0.16,0.666666666667,0.16,1,0,1.0,0.16,34.0,94.0,,0.666666666667,0.02
267,78041,A27BPRHBM28XZS,267,3/10/17 9:43,1.48914e+12,X,1198,4960,0.04,0.32,right,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-5,72,89,89,False,combined,0,16,5,34,0,0.1,1.0,1.0,0.68,0.857142857143,0.68,1,0,1.0,0.68,72.0,89.0,,0.857142857143,0.1
268,78042,A27BPRHBM28XZS,268,3/10/17 9:43,1.48914e+12,O,1553,4960,0.52,0.76,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-5,11,14,0,False,combined,26,37,24,13,0,1.0,1.0,0.48,0.26,0.48,0.26,0,0,,,,,,,1.0
269,78043,A27BPRHBM28XZS,269,3/10/17 9:43,1.48914e+12,X,1345,4960,0.96,0.08,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-5,125,5,5,False,combined,48,4,2,46,0,1.0,1.0,0.04,0.92,0.04,0.92,0,0,,,,,,,1.0
270,78044,A27BPRHBM28XZS,270,3/10/17 9:44,1.48914e+12,X,1285,4994,0.2,0.28,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,34,38,42,42,False,combined,10,14,40,36,0,1.0,1.0,0.8,0.72,0.8,0.72,0,0,,,,,,,1.0
271,78045,A27BPRHBM28XZS,271,3/10/17 9:44,1.48914e+12,X,1466,4994,0.2,0.32,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,34,80,89,80,False,combined,10,16,40,34,0,1.0,1.0,0.8,0.68,0.8,0.68,0,0,,,,,,,1.0
272,78046,A27BPRHBM28XZS,272,3/10/17 9:44,1.48914e+12,O,2373,4994,0.44,0.12,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,34,114,78,0,False,combined,22,6,28,44,0,1.0,1.0,0.56,0.88,0.56,0.88,0,0,,,,,,,1.0
273,78047,A27BPRHBM28XZS,273,3/10/17 9:44,1.48914e+12,O,3297,4994,0.92,0.48,right,1.0,0.1,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,34,63,58,0,False,combined,45,2,5,3,0,1.0,0.1,0.1,0.6,0.1,0.571428571429,0,1,0.6,0.1,58.0,63.0,,0.571428571429,0.1
274,78048,A27BPRHBM28XZS,274,3/10/17 9:44,1.48914e+12,X,1449,4994,0.04,0.4,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,34,5,25,25,False,combined,3,20,47,30,0,1.0,1.0,0.94,0.6,0.94,0.6,0,0,,,,,,,1.0
275,78049,A27BPRHBM28XZS,275,3/10/17 9:44,1.48914e+12,O,1737,5019,0.34,0.64,right,1.0,0.2,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-21,-49,0,False,combined,18,6,32,4,0,1.0,0.2,0.64,0.4,0.64,0.416666666667,0,1,0.4,0.64,-49.0,-21.0,,0.416666666667,0.2
276,78050,A27BPRHBM28XZS,276,3/10/17 9:44,1.48914e+12,O,2635,5019,0.72,0.6,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-11,-16,0,False,combined,37,29,13,21,0,1.0,1.0,0.26,0.42,0.26,0.42,0,0,,,,,,,1.0
277,78051,A27BPRHBM28XZS,277,3/10/17 9:44,1.48914e+12,X,1672,5019,0.16,0.24,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-7,-5,-5,False,combined,9,11,41,39,0,1.0,1.0,0.82,0.78,0.82,0.78,0,0,,,,,,,1.0
278,78052,A27BPRHBM28XZS,278,3/10/17 9:45,1.48914e+12,X,1300,5019,0.56,0.36,right,1.0,0.06,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-11,-8,-8,False,combined,27,1,23,2,0,1.0,0.06,0.46,0.666666666667,0.46,0.6,0,1,0.666666666667,0.46,-8.0,-11.0,,0.6,0.06
279,78053,A27BPRHBM28XZS,279,3/10/17 9:45,1.48914e+12,O,2380,5019,0.28,0.56,right,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,-40,-74,0,False,combined,1,27,4,23,0,0.1,1.0,0.8,0.46,0.714285714286,0.46,1,0,0.8,0.46,-40.0,-74.0,,0.714285714286,0.1
280,78054,A27BPRHBM28XZS,280,3/10/17 9:45,1.48914e+12,O,2455,5019,0.64,0.4,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-72,-60,0,False,combined,31,21,19,29,0,1.0,1.0,0.38,0.58,0.38,0.58,0,0,,,,,,,1.0
281,78055,A27BPRHBM28XZS,281,3/10/17 9:45,1.48914e+12,X,2526,5019,0.12,0.06,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-30,-29,-29,False,combined,6,4,44,46,0,1.0,1.0,0.88,0.92,0.88,0.92,0,0,,,,,,,1.0
282,78056,A27BPRHBM28XZS,282,3/10/17 9:45,1.48914e+12,X,2204,5019,0.16,0.68,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-18,-47,-18,False,combined,8,33,42,17,0,1.0,1.0,0.84,0.34,0.84,0.34,0,0,,,,,,,1.0
283,78057,A27BPRHBM28XZS,283,3/10/17 9:45,1.48914e+12,X,1502,5019,0.84,0.12,left,1.0,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-94,-34,-94,False,combined,41,5,9,35,0,1.0,0.8,0.18,0.875,0.18,0.857142857143,0,1,0.875,0.18,-34.0,-94.0,,0.857142857143,0.8
284,78058,A27BPRHBM28XZS,284,3/10/17 9:45,1.48914e+12,O,1370,5019,0.76,0.06,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,0,-116,-42,0,False,combined,37,4,13,46,0,1.0,1.0,0.26,0.92,0.26,0.92,0,0,,,,,,,1.0
285,78059,A27BPRHBM28XZS,285,3/10/17 9:46,1.48914e+12,X,2049,4990,0.4,0.68,left,0.1,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-29,25,47,25,False,combined,2,35,3,15,0,0.1,1.0,0.6,0.3,0.571428571429,0.3,1,0,0.6,0.3,25.0,47.0,,0.571428571429,0.1
286,78060,A27BPRHBM28XZS,286,3/10/17 9:46,1.48914e+12,X,1055,4990,0.04,0.32,right,0.4,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-29,9,18,18,False,combined,0,17,20,33,0,0.4,1.0,1.0,0.66,0.954545454545,0.66,1,0,1.0,0.66,9.0,18.0,,0.954545454545,0.4
287,78061,A27BPRHBM28XZS,287,3/10/17 9:46,1.48914e+12,X,1037,4990,0.04,0.48,left,1.0,0.8,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-29,63,29,63,False,combined,3,19,47,21,0,1.0,0.8,0.94,0.525,0.94,0.52380952381,0,1,0.525,0.94,29.0,63.0,,0.52380952381,0.8
288,78062,A27BPRHBM28XZS,288,3/10/17 9:46,1.48914e+12,O,1147,4990,0.06,0.36,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-29,39,52,0,False,combined,3,18,47,32,0,1.0,1.0,0.94,0.64,0.94,0.64,0,0,,,,,,,1.0
289,78063,A27BPRHBM28XZS,289,3/10/17 9:46,1.48914e+12,O,1107,4990,0.12,0.88,right,1.0,0.02,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,-29,17,125,0,False,combined,6,0,44,1,0,1.0,0.02,0.88,1.0,0.88,0.666666666667,0,1,1.0,0.88,125.0,17.0,,0.666666666667,0.02
290,78064,A27BPRHBM28XZS,290,3/10/17 9:46,1.48914e+12,X,1074,5015,0.4,0.66,left,0.4,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,54,74,54,False,combined,5,31,15,19,0,0.4,1.0,0.75,0.38,0.727272727273,0.38,1,0,0.75,0.38,54.0,74.0,,0.727272727273,0.4
291,78065,A27BPRHBM28XZS,291,3/10/17 9:46,1.48914e+12,X,1572,5015,0.36,0.6,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,93,127,127,False,combined,19,30,31,20,0,1.0,1.0,0.62,0.4,0.62,0.4,0,0,,,,,,,1.0
292,78066,A27BPRHBM28XZS,292,3/10/17 9:46,1.48914e+12,X,1596,5015,0.64,0.34,right,0.02,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,39,21,21,False,combined,1,16,0,34,0,0.02,1.0,0.0,0.68,0.333333333333,0.68,1,0,0.0,0.68,39.0,21.0,,0.333333333333,0.02
293,78067,A27BPRHBM28XZS,293,3/10/17 9:47,1.48914e+12,X,1096,5015,0.52,0.38,left,0.2,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,9,13,9,False,combined,5,20,5,30,0,0.2,1.0,0.5,0.6,0.5,0.6,1,0,0.5,0.6,9.0,13.0,,0.5,0.2
294,78068,A27BPRHBM28XZS,294,3/10/17 9:47,1.48914e+12,O,1902,5015,0.96,0.52,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,25,125,63,0,False,combined,48,25,2,25,0,1.0,1.0,0.04,0.5,0.04,0.5,0,0,,,,,,,1.0
295,78069,A27BPRHBM28XZS,295,3/10/17 9:47,1.48914e+12,X,2039,5036,0.38,0.26,left,1.0,0.4,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,21,-48,-51,-48,False,combined,20,6,30,14,0,1.0,0.4,0.6,0.7,0.6,0.681818181818,0,1,0.7,0.6,-51.0,-48.0,,0.681818181818,0.4
296,78070,A27BPRHBM28XZS,296,3/10/17 9:47,1.48914e+12,O,1909,5036,0.08,0.64,right,0.8,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,21,-5,-42,0,False,combined,4,31,36,19,0,0.8,1.0,0.9,0.38,0.880952380952,0.38,1,0,0.9,0.38,-5.0,-42.0,,0.880952380952,0.8
297,78071,A27BPRHBM28XZS,297,3/10/17 9:47,1.48914e+12,O,1918,5036,0.68,0.56,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,21,-39,-42,0,False,combined,34,27,16,23,0,1.0,1.0,0.32,0.46,0.32,0.46,0,0,,,,,,,1.0
298,78072,A27BPRHBM28XZS,298,3/10/17 9:47,1.48914e+12,X,2458,5036,0.24,0.48,left,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,21,-42,-61,-42,False,combined,12,25,38,25,0,1.0,1.0,0.76,0.5,0.76,0.5,0,0,,,,,,,1.0
299,78073,A27BPRHBM28XZS,299,3/10/17 9:47,1.48914e+12,O,1701,5036,0.18,0.68,right,1.0,1.0,3Q5C1WP23N6BPCK8JC4ALVGWVCH15Y,3VQTAXTYN3QR05ULW805AZP12RQUB0,0,aodI,21,-37,-115,0,False,combined,10,33,40,17,0,1.0,1.0,0.8,0.34,0.8,0.34,0,0,,,,,,,1.0
